model,reference,n_items,base_agreement,base_cohen_kappa,class_agreement,class_cohen_kappa
kimi-k2.7-code:cloud,gemma4:31b-cloud,918,0.7265795206971678,0.59123712071755,0.8594771241830066,0.5956223322520063
qwen3.5:cloud,gemma4:31b-cloud,918,0.7309368191721133,0.6004419445560466,0.8572984749455338,0.5977912600252849
glm-5.2:cloud,gemma4:31b-cloud,918,0.7919389978213508,0.6933915990368323,0.8899782135076253,0.6916840691132068
