model,reference,n_items,primary_agreement,primary_cohen_kappa,mean_jaccard,mean_per_category_cohen_kappa
kimi-k2.7-code:cloud,gemma4:31b-cloud,918,0.7723311546840959,0.7425127359984539,0.6280227367645668,0.629301571334439
qwen3.5:cloud,gemma4:31b-cloud,918,0.7450980392156863,0.711236157450847,0.628406730040717,0.6168735233871435
glm-5.2:cloud,gemma4:31b-cloud,918,0.7701525054466231,0.7403338025336819,0.6609418117588053,0.6226532197166484
